Type,Matter #,Name,Budget Category
MUR,2140,RUSSELL FOR U.S. SENATE CAMPAIGN COMMITTEE,Legacy Data
MUR,2139,JESSE JACKSON FOR PRESIDENT COMMITTEE,Legacy Data
MUR,2138,JOHN MUEHEKE JR.,Legacy Data
MUR,2137,DON RITTER FOR CONGRESS COMMITTEE,Legacy Data
MUR,2136,NATIONAL ASSOCIATION OF CHEMICAL DISTRIBUTORS-PAC,Legacy Data
MUR,2135,ERIE COUNTY REPUBLICAN COMMITTEE,Legacy Data
MUR,2134,COMMITTEE ON LETTER CARRIERS POLITICAL EDUCATION,Legacy Data
MUR,2133,CONSERVATIVE CAUCUS POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2131,NEVADA REPUBLICAN STATE CENTRAL COMMITTEE,Legacy Data
MUR,2130,SENIOR POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2129,DEMOCRATIC PARTY OF NEW MEXICO,Legacy Data
MUR,2127,ATKINS FOR CONGRESS COMMITTEE,Legacy Data
MUR,2126,AMERICANS FOR BETTER CITIZENSHIP,Legacy Data
MUR,2124,COMMITTEE TO KEEP PHIL SHEA SENATOR,Legacy Data
MUR,2123,HAYES FOR CONGRESS COMMITTEE  /  UFCW,Legacy Data
MUR,2122,SIMON FOR SENATE COMMITTEE AND VARIOUS UNIONS,Legacy Data
MUR,2121,AMERICAN SPACE FRONTIER COMMITTEE,Legacy Data
MUR,2120,GARDEN STATE POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2119,MAINE FREEZE VOTER COMMITTEE,Legacy Data
MUR,2118,CITIZENS PARTY,Legacy Data
MUR,2117,HULTMAN FOR CONGRESS COMMITTEE,Legacy Data
MUR,2116,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,Legacy Data
MUR,2115,HANDGUN CONTROL INC.,Legacy Data
MUR,2113,DALLAS GOOD CANDIDATE COMMITTEE,Legacy Data
MUR,2112,CHIPMAN C. BULL FOR CONGRESS COMMITTEE,Legacy Data
MUR,2111,PENNSYLVANIA STATE EDUCATION ASSOCIATION,Legacy Data
MUR,2110,COMMUNICATIONS WORKERS OF AMERICA LOCAL 1300 COMMITTEE,Legacy Data
MUR,2109,KEEP IKE IN CONGRESS COMMITTEE,Legacy Data
MUR,2108,REPUBLICAN PARTY OF ALASKA,Legacy Data
MUR,2107,SAILOR'S UNION OF THE PACIFIC POLITICAL FUND,Legacy Data
MUR,2106,DISTRICT OF COLUMBIA DEMOCRATIC STATE COMMITTEE,Legacy Data
MUR,2105,RHODE ISLAND REPUBLICAN PARTY/RHODE ISLAND REPUBLICAN CAMPAIGN,Legacy Data
MUR,2104,"ALAMCO, INC.",Legacy Data
MUR,2103,VICTORY '84 OF NEW MEXICO,Legacy Data
MUR,2102,SANTA BARBARA COUNTY REPUBLICAN CENTRAL COMMITTEE,Legacy Data
MUR,2101,CITIZENS FOR THE PRESIDENT '84,Legacy Data
MUR,2100,JOHN EVANS FOR SENATE COMMITTEE,Legacy Data
MUR,2099,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2098,TENNESSEE BANKERS ASSOCIATION FEDERAL POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2097,RED LOBSTER EMPLOYEES' GOOD GOVERNMENT FUND,Legacy Data
MUR,2096,DEMOCRATIC PARTY OF CHICAGO AND COOK COUNTY/SHEET METAL WORKERS INTERNATIONAL PAC,Legacy Data
MUR,2095,WASHINGTON STATE DEMOCRATIC CENTRAL COMMITTEE,Legacy Data
MUR,2093,SIMON FOR SENATE AND VARIOUS PACS,Legacy Data
MUR,2091,AMALGAMATED CLOTHING AND TEXTILE WORKERS POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2089,FUND FOR A CONSERVATIVE MAJORITY,Legacy Data
MUR,2088,SENATOR MARK HATFIELD,Legacy Data
MUR,2087,COMMITTEE FOR RESPONSIBLE REPRESENTATION IN THE FOURTH CONGRESSIONAL DISTRICT,Legacy Data
MUR,2086,DYMALLY FOR CONGRESS COMMITTEE,Legacy Data
MUR,2085,THE LAROUCHE CAMPAIGN,Legacy Data
MUR,2083,BOB RICHARDS FOR PRESIDENT COMMITTEE,Legacy Data
MUR,2082,PRYOR FOR CONGRESS COMMITTEE,Legacy Data
MUR,2081,CITIZENS FOR JACK KEMP,Legacy Data
MUR,2080,HEALTH USA POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2079,COUNCIL FOR A LIVABLE WORLD,Legacy Data
MUR,2078,GOMEZ FOR CONGRESS (1984),Legacy Data
MUR,2077,SEABOARD SYSTEM RAILROAD POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2076,NORTHERN CALIFORNIA FREEZE VOTER '84,Legacy Data
MUR,2075,THE LAROUCHE CAMPAIGN,Legacy Data
MUR,2074,RE-ELECT CONGRESSMAN CHUCK SCHUMER COMMITTEE,Legacy Data
MUR,2073,CRANSTON FOR PRESIDENT COMMITTEE INC.,Legacy Data
MUR,2072,JOHN GLENN PRESIDENTIAL COMMITTEE INC.,Legacy Data
MUR,2071,TALLON FOR CONGRESS COMMITEE,Legacy Data
MUR,2070,STEIN FOR CONGRESS COMMITTEE,Legacy Data
MUR,2069,SIEGELMAN FOR SENATE,Legacy Data
MUR,2068,"TOM STEWART FOR CONGRESS, INC.",Legacy Data
MUR,2067,NATIONAL ORGANIZATION FOR WOMEN POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2066,NATIONAL CONSERVATIVE POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2064,AL SWIFT FOR CONGRESS COMMITTEE,Legacy Data
MUR,2063,CITIZENS PARTY (THE),Legacy Data
MUR,2062,"AMERICANS WITH HART, INC.",Legacy Data
MUR,2061,"JACKSON FOR PRESIDENT COMMITTEE, INC.-CALIFORNIA",Legacy Data
MUR,2060,VICTORY '84 COMMITTEE,Legacy Data
MUR,2059,JERSEY BANKERS POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2058,"CAMP, CAMOUCH, BARSH, HUNTER, GRAY, HOFFMAN & GILL PAC",Legacy Data
MUR,2057,CITIZENS CONCERNED FOR THE NATIONAL INTEREST,Legacy Data
MUR,2056,FOOTWEAR DISTRIBUTORS POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2055,STOP THE ARMS RACE POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2054,NATIONAL DEMOCRATIC PARTY COMMITTEE,Legacy Data
MUR,2053,UNITED ASSOCIATION LOCAL 725 PIPEFITTERS-AIR CONDITIONERS PAC,Legacy Data
MUR,2052,NATIONAL BLACK CONSERVATIVE CAMPAIGN COMMITTEE,Legacy Data
MUR,2051,CALINGER FOR CONGRESS COMMITTEE,Legacy Data
MUR,2050,NEW YORKERS FOR LEW LEHRMAN,Legacy Data
MUR,2049,IRON WORKERS LOCAL 397 POLITICAL ACTION FUND,Legacy Data
MUR,2048,GOOD GOVERNMENT COMMITTEE OF J.P. STEVENS & COMPANY INC.,Legacy Data
MUR,2047,INDEPENDENT MINNESOTA POLITICAL ACTION COMMITTEE FOR EDUCATION-MINNESOTA EDUCATION ASSOCIATION,Legacy Data
MUR,2046,BEGICH FOR CONGRESS COMMITTEE,Legacy Data
MUR,2045,ROBERT  CLARK CAMPAIGN COMMITTEE,Legacy Data
MUR,2044,VETERANS OF FOREIGN WARS (VFW) PAC,Legacy Data
MUR,2043,AMERICAN FOR DEMOCRATIC ACTION POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2042,"THOMSON MCKINNON SECURITIES, INC.",Legacy Data
MUR,2041,POLITICAL ACTION COMMITTEE OF THE INDEPENDENT BAKERS ASSOCIATION,Legacy Data
MUR,2040,NATIONAL BIPARTISAN POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2039,ROUNDTABLE POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2038,"INDEPENDENT ACTION, INC.",Legacy Data
MUR,2037,RIVERHEAD FEDERAL SAVINGS BANK (FSB),Legacy Data
MUR,2036,ROGER LEE,Legacy Data
MUR,2035,DALLAS COUNTY VICTORY '84 FUND,Legacy Data
MUR,2034,NATIONAL COMMITTEE TO PRESERVE SOCIAL SECURITY-PAC,Legacy Data
MUR,2033,NORTH DAKOTA STATE REPUBLICAN COMMITTEE,Legacy Data
MUR,2032,HOFFMAN LA ROUCHE GOOD GOVERNMENT COMMITTEE,Legacy Data
MUR,2031,ADA CAMPAIGN COMMITTEE,Legacy Data
MUR,2030,PFIZER PAC,Legacy Data
MUR,2029,SCHERING-PLOUGH CORPORATION BETTER GOVERNMENT FUND,Legacy Data
MUR,2028,AMERICAN MEDICAL INTERNATIONAL POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2027,CHESAPEAKE & OHIO RAILWAY COMPANY OFFICERS GOOD GOVERNMENT FUND,Legacy Data
MUR,2026,FOURTH CONGRESSIONAL DISTRICT DEMOCRATIC PARTY,Legacy Data
MUR,2025,"EASTERN STATES POLITICAL ACTION COMMITTEE, INC.",Legacy Data
MUR,2024,"DILLON COMPANIES, INC.",Legacy Data
MUR,2023,OHIO DEMOCRATIC PARTY FEDERAL CAMPAIGN ACCOUNT,Legacy Data
MUR,2022,FUND TO KEEP AMERICA #1,Legacy Data
MUR,2021,AMERICAN ASSOCIATION OF NURSE ANESTHETISTS SEPARATE SEGREGATED FUND,Legacy Data
MUR,2020,AMERICAN CITIZENS FOR POLITICAL ACTION,Legacy Data
MUR,2019,NATIONAL LEAGUE OF POSTMASTERS POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2018,BROYHILL FURNITURE INDUSTRIES POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2017,CIGNA CORPORATION POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2016,AMERICAN AGRICULTURE MOVEMENT POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2015,DEMOCRATIC PARTY OF NEW MEXICO,Legacy Data
MUR,2014,CAUCUS DISTRIBUTORS INC.,Legacy Data
MUR,2012,I LOVE AMERICA COMMITTEE,Legacy Data
MUR,2011,NATIONAL REALTY POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2010,CALIFORNIA GROUP,Legacy Data
MUR,2009,OHIO REPUBLICAN FEDERAL CANDIDATE FINANCE COMMITTEE,Legacy Data
MUR,2008,EDGAR FOR CONGRESS COMMITTEE,Legacy Data
MUR,2007,FIRST NATIONAL STATE BANCORPORATION POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2006,MCGLENNON IN '84 COMMITTEE,Legacy Data
MUR,2005,POLITICAL ACTION COUNCIL OF EDUCATORS (UNITED TEACHERS-LOS ANGELES),Legacy Data
MUR,2004,GERALD R. FORD NEW LEADERSHIP COMMITTEE,Legacy Data
MUR,2003,TENNESSEE STATE DEMOCRATIC COMMITTEE,Legacy Data
MUR,2002,COMMITTEE TO ELECT BENNIE O. BATTS,Legacy Data
MUR,2001,ANTELOPE VALLEY POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2000,CONSTRUCTION INDUSTRY POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1998,MUTUAL BANK FOR SAVINGS,Legacy Data
MUR,1996,SPACE PAC,Legacy Data
MUR,1995,DEMOCRATIC STATE CENTRAL COMMITTEE OF ILLINOIS FEDERAL ACCOUNT,Legacy Data
MUR,1994,BOB THOBURN FOR CONGRESS COMMITTEE,Legacy Data
MUR,1993,1984 VICTORY FUND,Legacy Data
MUR,1992,GENERAL DYNAMICS CORPORATION,Legacy Data
MUR,1990,MID-MANHATTAN POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1989,JOHN RAY HARRISON FOR CONGRESS,Legacy Data
MUR,1988,FRIENDS OF JIM GALBRAITH COMMITTEE,Legacy Data
MUR,1987,CROWN ZELLERBACH CORPORATION EMPLOYEES POLITICAL FUND,Legacy Data
MUR,1986,DEMETRIOUS FOR CONGRESS COMMITTEE,Legacy Data
MUR,1983,SAN FRANCISCO DEMOCRATIC HOST COMMITTEE 1984,Legacy Data
MUR,1982,AMERICAN SPACE FRONTIERS COMMITTEE,Legacy Data
MUR,1981,UNITED ASSOCIATION OF JOURNEYMEN & APPRENTICES OF PLUMBING & PIPEFITTING INDEPENDENT LOCAL 322 COMMITTEE FOR POLITICAL EDUCATION,Legacy Data
MUR,1980,CITIZENS FOR JERRY COX FOR UNITED STATES SENATE /EURO-AMERICAN ALLIANCE INC.,Legacy Data
MUR,1978,ENGINEERS POLITICAL EDUCATION COMMITTEE,Legacy Data
MUR,1977,NEVADA REPUBLICAN STATE CENTRAL COMMITTEE,Legacy Data
MUR,1975,COMMITTEE FOR THE FUTURE OF AMERICA,Legacy Data
MUR,1974,AMERICAN SECURITY COUNCIL POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1973,AMERICAN HEALTH CARE ASSOCIATION,Legacy Data
MUR,1972,CONGRESSIONAL MAJORITY COMMITTEE,Legacy Data
MUR,1971,THE LAROUCHE CAMPAIGN,Legacy Data
MUR,1970,HARRAH'S POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1969,INTERNATIONAL CHIROPRACTORS POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1968,C.O.R.K.,Legacy Data
MUR,1967,NATIONAL COALITION FOR A FREE CUBA INC.,Legacy Data
MUR,1966,JOHN MUEHLKE FOR CONGRESS COMMITTEE,Legacy Data
MUR,1965,ELLIOT S. MAGGIN FOR CONGRESS,Legacy Data
MUR,1964,CITIZENS FOR PERCY,Legacy Data
MUR,1963,ARIZONA LEADERSHIP FOR AMERICA SEARCH COMMITTEE,Legacy Data
MUR,1962,CONCERNED TEXANS IN ACTION,Legacy Data
MUR,1961,PENSIONERS ACTION FUND,Legacy Data
MUR,1960,NATIONAL ASSOCIATION OF CONVENIENCE STORES POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1959,CENTURY CLUB,Legacy Data
MUR,1958,ISABELLA COUNTY DEMOCRATIC COMMITTEE,Legacy Data
MUR,1957,COMMITTEE FOR THE FUTURE OF AMERICA,Legacy Data
MUR,1956,TEXAS OIL & GAS CORPORATION POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1955,"SUN COMPANY, INC. POLITICAL ACTION COMMITTEE",Legacy Data
MUR,1954,MAX HOYT CONGRESSIONAL COMMITTEE,Legacy Data
MUR,1953,FUND TO KEEP AMERICA #1,Legacy Data
MUR,1952,ASHLAND OIL POLITICAL ACTION COMMITTEE FOR EMPLOYEES,Legacy Data
MUR,1951,AMERICAN WATERWAYS OPERATORS POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1950,DEALERS ELECTION ACTION COMMITTEE,Legacy Data
MUR,1949,BANKAMERICA FEDERAL ELECTION FUND,Legacy Data
MUR,1948,COMMITTEE ON LETTER CARRIERS POLITICAL EDUCATION,Legacy Data
MUR,1947,MORTGAGE ATTORNEYS POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1945,AMERICAN NATIONAL COMMITTEE POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1944,MASSACHUSETTS FREEZE VOTER '84,Legacy Data
MUR,1943,LOCAL UNION NO. 349 ELECTRO PAC FUND,Legacy Data
MUR,1942,WALL AND CEILING POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1941,VOLUNTARY CONTRIBUTORS FOR BETTER GOVERNMENT,Legacy Data
MUR,1940,EDMUND KUEMPEL,Legacy Data
MUR,1939,THE LAROUCHE CAMPAIGN,Legacy Data
MUR,1938,METROPOLITAN EMPLOYEES' POLITICAL PARTICIPATION FUND A,Legacy Data
MUR,1937,SIMON FOR SENATE,Legacy Data
MUR,1936,AMERICAN CONSULTING ENGINEERS PAC,Legacy Data
MUR,1935,"FLORIDA NATIONAL GOOD GOVERNMENT COMMITTEE, INC",Legacy Data
MUR,1934,NCNB CORPORATION PAC,Legacy Data
MUR,1933,"TRUCK OPERATORS NON-PARTISAN COMMITTEE/AMERICAN TRUCKING ASSOCIATIONS, INC.",Legacy Data
MUR,1932,ICG (ILLINOIS CENTRAL GULF RAILROAD COMPANY) GOOD GOVERNMENT FUND,Legacy Data
MUR,1930,BEECH AIRCRAFT POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1929,"YELLOW FREIGHT SYSTEM, INC. POLITICAL ACTION COMMITTEE",Legacy Data
MUR,1928,DRIVE-DEMOCRATIC-REPUBLICAN INDEPENDENT VOTER-EDUCATION COMMITTEE,Legacy Data
MUR,1927,COMMITTEE TO ELECT CHARLES CONNER,Legacy Data
MUR,1926,REPUBLICAN CONGRESSIONAL BOOSTERS CLUB,Legacy Data
MUR,1925,REDICK FOR CONGRESS COMMITTEE,Legacy Data
MUR,1924,WESTINGHOUSE ELECTRIC CORPORATION POLITICAL PARTICIPATION PROGRAM,Legacy Data
MUR,1923,UNITED REPUBLICAN COMMITTEE,Legacy Data
MUR,1922,HAWAIIAN TELEPHONE COMPANY EMPLOYEES' GOOD GOVERNMENT CLUB,Legacy Data
MUR,1921,NORTH CAROLINA REPUBLICAN EXECUTIVE COMMITTEE,Legacy Data
MUR,1920,ATOKA COUNTY SUPPER COMMITTEE,Legacy Data
MUR,1919,PROFESSIONAL INSURANCE AGENTS POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1918,HOUSTON NATURAL GAS CORPORATION POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1917,GTE GOOD GOVERNMENT CLUB,Legacy Data
MUR,1916,ACTION COMMITTEE FOR RURAL ELECTRIFICATION,Legacy Data
MUR,1915,IUE POLITICAL EDUCATION COMMITTEE,Legacy Data
MUR,1914,"VERNER, LIIPFERT, BERNHARD, & MCPHERSON POLITICAL ACTION COMMITTEE",Legacy Data
MUR,1913,TOOLING & MACHINING PAC OF THE NATIONAL TOOLING & MACHINING ASSOCIATION,Legacy Data
MUR,1912,FIRE FIGHTERS INTERESTED IN REGISTRATION AND EDUCATION PAC,Legacy Data
MUR,1911,CONGOLEUM CORPORATION POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1910,CITICORP VOLUNTARY POLITICAL FUND-FEDERAL,Legacy Data
MUR,1909,MALONE & HYDE COMMITTEE FOR RESPONSIBLE GOVERNMENT,Legacy Data
MUR,1908,PLANNING RESEARCH CORPORATION POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1907,NORFOLK SOUTHERN CORPORATION TAX ELIGIBLE GOOD GOVERNMENT FUND,Legacy Data
MUR,1906,CONSTRUCTION SURVIVAL CLUB,Legacy Data
MUR,1904,"CREATIVE DISPLAYS, INC. PAC-ONE",Legacy Data
MUR,1903,JIMMY CARTER COMMITTEE FOR A GREATER AMERICA,Legacy Data
MUR,1902,DEMOCRATIC PARTY OF NEW MEXICO,Legacy Data
MUR,1901,GOMEZ FOR CONGRESS-1984,Legacy Data
MUR,1900,ALABAMA DEMOCRATIC STATE PARTY,Legacy Data
MUR,1899,WEST VIRGINIANS FOR KUSIC,Legacy Data
MUR,1898,MARLENE HOCK,Legacy Data
MUR,1896,SULLIVAN FOR CONGRESS,Legacy Data
MUR,1895,FRIENDS OF GEORGE MCGOVERN,Legacy Data
MUR,1894,FRIENDS OF WYATT DURRETTE,Legacy Data
MUR,1893,JACK VALENTI,Legacy Data
MUR,1892,LINCOLN SAVINGS BANK,Legacy Data
MUR,1891,"HANDGUN CONTROL, INC. POLITICAL ACTION COMMITTEE",Legacy Data
MUR,1890,EDYTHE HARRISON FOR U.S. SENATE COMMITTEE,Legacy Data
MUR,1889,RE-ELECT CONGRESSMAN JOE MOAKLEY,Legacy Data
MUR,1888,NANCY DICK FOR U.S. SENATE COMMITTEE,Legacy Data
MUR,1887,COMMITTEE TO ELECT SITTING JUDGES,Legacy Data
MUR,1886,MID-AMERICA CONSERVATIVE PAC,Legacy Data
MUR,1885,COMMITTEE TO RE-ELECT FOFO TO CONGRESS,Legacy Data
MUR,1884,DEAN GALLO FOR CONGRESS COMMITTEE,Legacy Data
MUR,1883,MCFADDEN FOR CONGRESS,Legacy Data
MUR,1881,VIVA '84,Legacy Data
MUR,1880,DUBUQUE CITIZENS FOR INTERSTATE HIGHWAY CONNECTION,Legacy Data
MUR,1879,THE LAROUCHE CAMPAIGN,Legacy Data
MUR,1878,PRYOR FOR CONGRESS COMMITTEE,Legacy Data
MUR,1876,C.O.R.K.,Legacy Data
MUR,1875,"NATIONAL ASSOCIATION OF REALTORS, REALTORS PAC",Legacy Data
MUR,1874,GUS SAVAGE FOR CONGRESS '84,Legacy Data
MUR,1873,KANSAS STATE DEMOCRATIC COMMITTEE-FEDERAL ACCOUNT,Legacy Data
MUR,1872,FUND TO KEEP AMERICA #1,Legacy Data
MUR,1871,MARTIN FROST CAMPAIGN COMMITTEE,Legacy Data
MUR,1870,CONGRESSMAN WAXMAN CAMPAIGN COMMITTEE,Legacy Data
MUR,1869,AMERICAN DEMOCRATIC POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1868,CITIZENS FOR THE REPUBLIC,Legacy Data
MUR,1867,CARROLL COUNTY DEMOCRATIC CENTRAL COMMITTEE,Legacy Data
MUR,1866,NEW YORK STATE CONSERVATIVE PARTY STATE COMMITTEE 1984 VICTORY FUND,Legacy Data
MUR,1865,RAPPAHANNOCK COUNTY VIRGINIA DEMOCRATIC COMMITTEE,Legacy Data
MUR,1864,THE LAROUCHE CAMPAIGN,Legacy Data
MUR,1861,CHICAGO BOARD OF TRADE CLEARING COMPANY,Legacy Data
MUR,1859,YES ON F COMMITTEE,Legacy Data
MUR,1858,PAN NATIONAL GROUP PAC,Legacy Data
MUR,1857,RICHARD S. SWIFT,Legacy Data
MUR,1856,THE LAROUCHE CAMPAIGN,Legacy Data
MUR,1855,NATIONAL REPUBLICAN SENATORIAL COMMITTEE,Legacy Data
MUR,1854,THE LAROUCHE CAMPAIGN,Legacy Data
MUR,1852,THE LAROUCHE CAMPAIGN,Legacy Data
MUR,1851,NATIONAL UNITY COMMITTEE,Legacy Data
MUR,1849,NATIONAL ASSOCIATION OF CONVENIENCE STORES POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1848,WYOMING STATE DEMOCRATIC CENTRAL COMMITTEE,Legacy Data
MUR,1847,NEW REPUBLICAN VICTORY FUND,Legacy Data
MUR,1846,RAJNEESH FOUNDATION INTERNATIONAL,Legacy Data
MUR,1845,URBAN COALITION,Legacy Data
MUR,1844,AMERICAN MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1843,REAGAN-BUSH '84 COMMITTEE,Legacy Data
MUR,1842,"CITIZENS FOR RESPONSIBLE GOVERNMENT IN ILLINOIS, INC.",Legacy Data
MUR,1841,DELAWARE STATE AFL-CIO,Legacy Data
MUR,1840,TED HALEY CONGRESSIONAL COMMITTEE,Legacy Data
MUR,1839,MONDALE FOR PRESIDENT COMMITTEE,Legacy Data
MUR,1838,JIM HUNT (FEDERAL) COMMITTEE,Legacy Data
MUR,1837,FRIENDS OF PHIL GRAMM,Legacy Data
MUR,1836,DELANO FUNDRAISING COMMITTEE,Legacy Data
MUR,1835,NATIONAL CONSERVATIVE PAC,Legacy Data
MUR,1834,"CONSERVATIVE COMMEMORATIVE SOCIETY, INC.",Legacy Data
MUR,1833,THE LAROUCHE CAMPAIGN,Legacy Data
MUR,1832,NORTH CAROLINA REPUBLICAN EXECUTIVE COMMITTEE,Legacy Data
MUR,1831,TERRENCE JORDAN CONGRESSIONAL ELECTION COMMITTEE 1984,Legacy Data
MUR,1830,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,Legacy Data
MUR,1828,HELMS FOR SENATE COMMITTEE,Legacy Data
MUR,1826,"PRO-LIFE ACTION LEAGUE, INC.",Legacy Data
MUR,1824,AMERICANS FOR CIVIC PARTICIPATION/PROJECT VOTE,Legacy Data
MUR,1823,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,Legacy Data
MUR,1822,PENNSYLVANIA PUBLIC INTEREST COALITION,Legacy Data
MUR,1821,RON DELUGO CONGRESSIONAL COMMITTEE,Legacy Data
MUR,1820,PEOPLE FOR DIOGUARDI,Legacy Data
MUR,1819,SOUTH FLORIDA IRONWORKERS LOCAL UNION #272 POLITICAL ACTION COMMITTEE,Legacy Data
MUR,1818,FRIENDS OF BOB CARR,Legacy Data
MUR,1817,ADELMAN FOR CONGRESS COMMITTEE,Legacy Data
MUR,1816,HELMS FOR SENATE,Legacy Data
MUR,1815,"CITIZENS FOR CONSTITUTIONAL CONCERNS, INC.",Legacy Data
MUR,1814,WILDERNESS SOCIETY,Legacy Data
MUR,1813,ENVIRONMENTAL TASK FORCE,Legacy Data
MUR,1812,"NATURAL RESOURCES DEFENSE COUNCIL, INC.",Legacy Data
MUR,1811,DISARM EDUCATION FUND,Legacy Data
MUR,1810,"NATIONAL ASSOCIATION OF REALTORS, ET AL",Legacy Data
MUR,1809,"CAMPAIGN FINANCE RESEARCH INSTITUTE, INC.",Legacy Data
MUR,1808,MINNESOTA DFL STATE PARTY/TRUEMAN FOR CONGRESS,Legacy Data
MUR,1807,NATIONAL WOMENS POLITICAL CAUCUS,Legacy Data
MUR,1806,SURVIVAL EDUCATION FUND,Legacy Data
MUR,1805,GRAY PANTHERS PROJECT FUND,Legacy Data
MUR,1804,"SANE, INC.",Legacy Data
MUR,1803,GROUND ZERO,Legacy Data
MUR,1802,AMERICAN CIVIL LIBERTIES UNION,Legacy Data
MUR,1801,COALITION FOR A NEW FOREIGN AND MILITARY POLICY,Legacy Data
MUR,1799,CONGRESSMAN WAXMAN CAMPAIGN COMMITTEE,Legacy Data
MUR,1796,UTAH REPUBLICAN PARTY,Legacy Data
MUR,1794,MOSHOFSKY FOR CONGRESS COMMITTEE,Legacy Data
MUR,1792,HELMS FOR SENATE,Legacy Data
MUR,1791,BARTLEY FOR SENATE COMMITTEE,Legacy Data
MUR,1790,REAGAN-BUSH '84,Legacy Data
MUR,1789,VICKERS FOR THE PEOPLE COMMITTEE,Legacy Data
MUR,1788,REAGAN-BUSH '84,Legacy Data
MUR,1787,10TH CONGRESSIONAL DISTRICT DEMOCRATIC COMMITTEE,Legacy Data
MUR,1786,JIM HUNT COMMITTEE,Legacy Data
MUR,1785,COMMITTEE TO ELECT AUGUSTIN,Legacy Data
MUR,1784,BLACK PEARL TAXI SERVICE,Legacy Data
MUR,1783,CHARLESTON NATIONAL BANK,Legacy Data
MUR,1782,MASSACHUSETTS DEMOCRATIC STATE COMMITTEE,Legacy Data
MUR,1781,MICHIGAN REPUBLICAN STATE COMMITTEE,Legacy Data
MUR,1780,STEIN FOR CONGRESS COMMITTEE,Legacy Data
MUR,1779,COMMITTEE TO ELECT GERALDINE A. FERRARO TO CONGRESS (1978),Legacy Data
MUR,1778,"MONDALE FOR PRESIDENT COMMITTEE, INC.",Legacy Data
MUR,1777,"MONDALE FOR PRESIDENT COMMITTEE, INC.",Legacy Data
MUR,1776,"MONDALE FOR PRESIDENT COMMITTEE, INC.",Legacy Data
MUR,1775,DENARDIS FOR CONGRESS,Legacy Data
MUR,1774,FRIENDS OF SENATOR D'AMATO,Legacy Data
MUR,1773,HAL DAUB FOR CONGRESS COMMITTEE,Legacy Data
MUR,1772,UNITED TECHNOLOGIES CORPORATION,Legacy Data
MUR,1771,JIM HUNT COMMITTEE,Legacy Data
MUR,1770,SENIOR PAC,Legacy Data
MUR,1769,CITIZENS TO ELECT BILL LOWERY (1984),Legacy Data
MUR,1768,HOLLINGS FOR PRESIDENT,Legacy Data
MUR,1766,DEMOCRATIC NATIONAL COMMITTEE,Legacy Data
MUR,1765,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,Legacy Data
MUR,1763,RE-ELECT THURMOND COMMITTEE,Legacy Data
MUR,1762,BILL SCHUETTE FOR CONGRESS COMMITTEE,Legacy Data
